Obs.	statenum	casenum	vnumber	pnumber	city	accdate	accday	accmon	caseyear	driverdrowsy	latitude	longitude	age	airbag	prf1	prf2	prf3	restraint	body	gvwrating	vfatcount	make	model	modelyr	vrf1	vrf2	drivpres	drf1	drf2	drf3	drf4	dridistract	
173	1	263	2	1	0	05032017	3	5	2017	0	34.42418333	-85.93898333	32	1	0	0	0	3	34	0	0	20	473	2011	0	0	1	0	0	0	0	00	
174	1	266	1	1	0	05222017	22	5	2017	0	34.18399167	-85.95746389	65	1	0	0	0	3	34	0	1	20	481	2016	0	0	1	0	0	0	0	00	
175	1	266	1	2	0	05222017	22	5	2017	0	34.18399167	-85.95746389	68	1	0	0	0	3	34	0	1	20	481	2016	0	0	1	0	0	0	0	00	
176	1	267	1	1	0	05262017	26	5	2017	0	33.52781389	-86.65777500	28	8	0	0	0	20	6	0	1	2	1	2014	0	0	1	26	0	0	0	99	
177	1	268	1	1	530	05302017	30	5	2017	0	33.10310278	-86.74943611	23	20	0	0	0	3	34	0	0	12	481	2017	0	0	1	0	0	0	0	00	
178	1	269	2	1	0	05312017	31	5	2017	0	32.44493056	-85.79244722	27	1	0	0	0	3	1	0	1	6	43	2008	0	0	1	0	0	0	0	00	
179	1	269	2	2	0	05312017	31	5	2017	0	32.44493056	-85.79244722	24	1	0	0	0	3	1	0	1	6	43	2008	0	0	1	0	0	0	0	00	
180	1	269	2	3	0	05312017	31	5	2017	0	32.44493056	-85.79244722	15	20	0	0	0	20	1	0	1	6	43	2008	0	0	1	0	0	0	0	00	
181	1	269	3	1	0	05312017	31	5	2017	0	32.44493056	-85.79244722	50	20	0	0	0	3	14	0	0	35	401	2015	0	0	1	0	0	0	0	00	
182	1	269	3	2	0	05312017	31	5	2017	0	32.44493056	-85.79244722	49	20	0	0	0	3	14	0	0	35	401	2015	0	0	1	0	0	0	0	00	
183	1	273	1	1	350	06112017	11	6	2017	0	33.54490833	-86.75980278	39	20	0	0	0	3	4	0	0	35	47	2016	0	0	1	0	0	0	0	00	
184	1	273	2	1	350	06112017	11	6	2017	0	33.54490833	-86.75980278	28	20	0	0	0	3	4	0	0	49	40	2014	0	0	1	0	0	0	0	00	
185	1	276	1	1	0	04302017	30	4	2017	0	32.62289444	-85.13284444	29	8	0	0	0	20	4	0	1	63	34	2015	0	0	1	28	0	0	0	99	
186	1	279	1	1	1280	05012017	1	5	2017	0	34.03039444	-86.02741944	45	1	0	0	0	20	6	0	1	63	37	2013	0	0	1	0	0	0	0	99	
187	1	280	2	1	0	05052017	5	5	2017	0	32.73950833	-86.49196389	26	1	0	0	0	3	6	0	0	12	25	2009	0	0	1	0	0	0	0	00	
188	1	281	1	1	0	05072017	7	5	2017	0	32.59903333	-85.57721944	20	1	0	0	0	20	2	0	1	35	47	2008	0	0	1	0	0	0	0	99	
189	1	282	1	1	0	05072017	7	5	2017	0	34.12474444	-86.88800556	27	20	0	0	0	20	34	0	0	12	471	2008	0	0	1	28	0	0	0	99	
190	1	282	3	1	0	05072017	7	5	2017	0	34.12474444	-86.88800556	50	20	0	0	0	3	4	0	0	49	40	2012	0	0	1	89	26	0	0	00	
191	1	282	3	2	0	05072017	7	5	2017	0	34.12474444	-86.88800556	12	20	0	0	0	3	4	0	0	49	40	2012	0	0	1	89	26	0	0	00	
192	1	282	3	3	0	05072017	7	5	2017	0	34.12474444	-86.88800556	10	20	0	0	0	3	4	0	0	49	40	2012	0	0	1	89	26	0	0	00	
193	1	287	1	1	2130	05132017	13	5	2017	0	32.33851944	-86.18470556	29	8	0	0	0	20	2	0	0	7	28	2016	0	0	1	0	0	0	0	99	
194	1	293	1	1	0	05172017	17	5	2017	0	32.62792222	-85.80268611	24	8	0	0	0	3	2	0	1	55	41	2011	0	0	1	0	0	0	0	00	
195	1	302	1	1	350	05192017	19	5	2017	0	33.61900833	-86.68512500	62	1	0	0	0	3	4	0	1	14	6	2008	0	0	1	89	38	0	0	99	
196	1	302	2	1	350	05192017	19	5	2017	0	33.61900833	-86.68512500	29	99	0	0	0	3	34	0	0	35	481	2008	0	0	1	0	0	0	0	00	
197	1	304	1	1	0	05202017	20	5	2017	0	31.65040278	-88.30651944	18	1	0	0	0	20	34	0	1	20	481	2014	0	0	1	28	0	0	0	00	
198	1	304	1	2	0	05202017	20	5	2017	0	31.65040278	-88.30651944	18	1	0	0	0	20	34	0	1	20	481	2014	0	0	1	28	0	0	0	00	
199	1	304	1	3	0	05202017	20	5	2017	0	31.65040278	-88.30651944	14	3	0	0	0	20	34	0	1	20	481	2014	0	0	1	28	0	0	0	00	
200	1	307	3	1	0	05212017	21	5	2017	0	33.18943611	-87.19883611	23	20	0	0	0	3	4	0	0	7	24	2009	0	0	1	0	0	0	0	00	
201	1	311	1	1	0	05232017	23	5	2017	0	33.98127778	-86.61346944	72	8	0	0	0	20	4	0	0	19	22	2009	0	0	1	28	0	0	0	99	
202	1	312	2	1	2960	05232017	23	5	2017	0	33.57068056	-86.78426944	41	1	0	0	0	3	34	0	0	12	481	2013	0	0	1	89	0	0	0	00	
203	1	314	1	1	0	05242017	24	5	2017	0	33.95524722	-86.58716667	47	1	0	0	0	3	6	0	3	19	20	2011	0	0	1	28	0	0	0	99	
204	1	314	1	2	0	05242017	24	5	2017	0	33.95524722	-86.58716667	7	1	0	0	0	3	6	0	3	19	20	2011	0	0	1	28	0	0	0	99	
205	1	314	1	3	0	05242017	24	5	2017	0	33.95524722	-86.58716667	998	2	0	0	0	11	6	0	3	19	20	2011	0	0	1	28	0	0	0	99	
206	1	314	1	4	0	05242017	24	5	2017	0	33.95524722	-86.58716667	5	2	0	0	0	12	6	0	3	19	20	2011	0	0	1	28	0	0	0	99	
207	1	321	2	1	1280	05272017	27	5	2017	0	34.01834444	-85.99306111	37	1	0	0	0	3	4	0	0	35	39	2010	0	0	1	0	0	0	0	99	
208	1	321	2	2	1280	05272017	27	5	2017	0	34.01834444	-85.99306111	36	20	0	0	0	3	4	0	0	35	39	2010	0	0	1	0	0	0	0	99	
209	1	324	1	1	2100	05292017	29	5	2017	0	30.69246389	-88.07169167	38	20	0	0	0	20	4	0	0	37	32	2013	0	0	1	0	0	0	0	99	
210	1	324	1	2	2100	05292017	29	5	2017	0	30.69246389	-88.07169167	30	20	0	0	0	3	4	0	0	37	32	2013	0	0	1	0	0	0	0	99	
211	1	324	1	3	2100	05292017	29	5	2017	0	30.69246389	-88.07169167	3	20	0	0	0	10	4	0	0	37	32	2013	0	0	1	0	0	0	0	99	
212	1	332	1	1	0	06012017	1	6	2017	0	31.53608333	-87.28984167	23	20	0	0	0	20	34	0	1	7	482	2008	0	0	1	28	0	0	0	99	
213	1	332	1	2	0	06012017	1	6	2017	0	31.53608333	-87.28984167	23	20	0	0	0	20	34	0	1	7	482	2008	0	0	1	28	0	0	0	99	
214	1	332	1	3	0	06012017	1	6	2017	0	31.53608333	-87.28984167	21	20	0	0	0	20	34	0	1	7	482	2008	0	0	1	28	0	0	0	99	
215	1	332	1	4	0	06012017	1	6	2017	0	31.53608333	-87.28984167	26	20	0	0	0	20	34	0	1	7	482	2008	0	0	1	28	0	0	0	99	
216	1	332	1	5	0	06012017	1	6	2017	0	31.53608333	-87.28984167	23	20	0	0	0	20	34	0	1	7	482	2008	0	0	1	28	0	0	0	99	
217	1	333	2	1	2440	06032017	3	6	2017	0	32.47316944	-85.01540278	72	8	0	0	0	3	6	0	1	35	49	2009	0	0	1	0	0	0	0	00	
218	1	333	2	2	2440	06032017	3	6	2017	0	32.47316944	-85.01540278	68	8	0	0	0	20	6	0	1	35	49	2009	0	0	1	0	0	0	0	00	
219	1	336	1	1	1716	06042017	4	6	2017	0	33.42556944	-86.63148611	86	8	0	0	0	20	4	0	1	35	43	2012	0	0	1	0	0	0	0	00	
220	1	337	1	1	930	06052017	5	6	2017	0	31.20693611	-85.35200000	33	20	0	0	0	3	15	0	0	20	421	2015	0	0	1	0	0	0	0	00	
221	1	340	1	1	0	06062017	6	6	2017	0	31.53496389	-85.87261944	31	1	0	0	0	20	34	0	1	12	471	2010	0	0	1	8	28	0	0	99	
222	1	342	1	1	0	06072017	7	6	2017	0	30.86055556	-88.19601111	67	8	0	0	0	3	4	0	1	34	35	2016	0	0	1	8	28	0	0	99	
223	1	343	2	1	0	06072017	7	6	2017	0	30.50358056	-88.25395833	49	1	0	0	0	3	34	0	0	7	482	2009	0	0	1	0	0	0	0	00	
224	1	343	2	2	0	06072017	7	6	2017	0	30.50358056	-88.25395833	47	1	0	0	0	3	34	0	0	7	482	2009	0	0	1	0	0	0	0	00	
225	1	346	1	1	0	06082017	8	6	2017	0	34.27573611	-86.81128889	28	8	0	0	0	3	14	0	1	55	401	2008	0	0	1	28	0	0	0	06	
226	1	348	2	1	350	06092017	9	6	2017	0	33.51985000	-86.91560278	58	8	0	0	0	3	4	0	0	20	37	2012	0	0	1	0	0	0	0	00	
227	1	348	2	2	350	06092017	9	6	2017	0	33.51985000	-86.91560278	2	20	0	0	0	10	4	0	0	20	37	2012	0	0	1	0	0	0	0	00	
228	1	349	3	1	0	06092017	9	6	2017	0	34.17120000	-86.68741389	49	1	0	0	0	3	4	0	0	49	40	2011	0	0	1	0	0	0	0	00	
229	1	349	3	2	0	06092017	9	6	2017	0	34.17120000	-86.68741389	20	1	0	0	0	3	4	0	0	49	40	2011	0	0	1	0	0	0	0	00	
230	1	349	3	3	0	06092017	9	6	2017	0	34.17120000	-86.68741389	0	20	0	0	0	11	4	0	0	49	40	2011	0	0	1	0	0	0	0	00	
231	1	349	4	1	0	06092017	9	6	2017	0	34.17120000	-86.68741389	41	20	0	0	0	3	34	0	0	20	481	2010	0	0	1	0	0	0	0	00	
232	1	350	2	1	1410	06102017	10	6	2017	0	31.14598611	-85.08872222	74	20	0	0	0	3	4	0	0	35	47	2012	0	0	1	0	0	0	0	01	
233	1	355	2	1	2564	06152017	15	6	2017	0	34.47630556	-85.80605278	30	1	0	0	0	3	4	0	1	20	39	2009	0	0	1	0	0	0	0	00	
234	1	355	2	2	2564	06152017	15	6	2017	0	34.47630556	-85.80605278	59	1	0	0	0	20	4	0	1	20	39	2009	0	0	1	0	0	0	0	00	
235	1	355	2	3	2564	06152017	15	6	2017	0	34.47630556	-85.80605278	4	20	0	0	0	12	4	0	1	20	39	2009	0	0	1	0	0	0	0	00	
236	1	358	1	1	0	06162017	16	6	2017	0	34.65708889	-86.50698889	80	20	0	0	0	3	4	0	1	39	39	2017	0	0	1	89	28	0	0	00	
237	1	359	1	1	0	06162017	16	6	2017	0	33.23000278	-86.32615000	52	20	0	0	0	3	4	0	0	35	47	2009	0	0	1	0	0	0	0	00	
238	1	363	2	1	0	06182017	18	6	2017	0	32.65517778	-86.24823056	54	8	0	0	0	3	4	0	0	63	34	2015	0	0	1	0	0	0	0	00	
239	1	363	2	2	0	06182017	18	6	2017	0	32.65517778	-86.24823056	58	8	0	0	0	3	4	0	0	63	34	2015	0	0	1	0	0	0	0	00	
240	1	364	1	1	0	06182017	18	6	2017	0	34.65247500	-87.88703333	22	8	0	0	0	3	14	0	2	12	401	2017	0	0	1	28	0	0	0	99	
241	1	364	1	2	0	06182017	18	6	2017	0	34.65247500	-87.88703333	21	8	0	0	0	3	14	0	2	12	401	2017	0	0	1	28	0	0	0	99	
242	1	367	1	1	0	06182017	18	6	2017	0	32.37291111	-87.15762500	58	1	0	0	0	20	14	0	1	59	403	2008	0	0	1	28	0	0	0	99	
243	1	371	1	1	0	06202017	20	6	2017	0	34.84680000	-86.89411111	27	8	0	0	0	3	4	0	1	12	37	2017	0	0	1	39	0	0	0	00	
244	1	371	1	2	0	06202017	20	6	2017	0	34.84680000	-86.89411111	31	8	0	0	0	3	4	0	1	12	37	2017	0	0	1	39	0	0	0	00	
245	1	371	2	1	0	06202017	20	6	2017	0	34.84680000	-86.89411111	24	8	0	0	0	20	34	0	0	20	481	2017	0	0	1	0	0	0	0	00	
246	1	372	1	1	3050	06202017	20	6	2017	0	33.21097778	-87.56427778	70	20	0	0	0	3	34	0	0	23	481	2016	0	0	1	0	0	0	0	09	
247	1	374	2	1	930	06202017	20	6	2017	0	31.19527222	-85.41061944	24	1	0	0	0	3	4	0	0	6	18	2013	0	0	1	0	0	0	0	00	
248	1	375	1	1	0	06212017	21	6	2017	0	33.32105000	-87.65437222	23	2	0	0	0	20	34	0	1	20	481	2011	0	0	1	0	0	0	0	99	
249	1	379	1	1	350	06252017	25	6	2017	0	99.99990000	-999.99990000	40	20	0	0	0	3	34	0	0	49	482	2012	0	0	1	89	0	0	0	00	
250	1	381	1	1	0	01092017	9	1	2017	0	32.07141111	-86.48414722	21	8	0	0	0	3	6	0	1	7	27	2016	0	0	1	58	0	0	0	00	
251	1	381	1	2	0	01092017	9	1	2017	0	32.07141111	-86.48414722	40	8	0	0	0	3	6	0	1	7	27	2016	0	0	1	58	0	0	0	00	
252	1	381	1	3	0	01092017	9	1	2017	0	32.07141111	-86.48414722	24	20	0	0	0	3	6	0	1	7	27	2016	0	0	1	58	0	0	0	00	
253	1	381	1	4	0	01092017	9	1	2017	0	32.07141111	-86.48414722	0	20	0	0	0	10	6	0	1	7	27	2016	0	0	1	58	0	0	0	00	
254	1	386	1	1	0	01052017	5	1	2017	0	30.53726944	-88.08409722	27	1	0	0	0	3	14	0	1	49	402	2016	0	0	1	0	0	0	0	99	
255	1	387	1	1	0	01072017	7	1	2017	0	32.77533333	-86.54534167	19	20	0	0	0	3	34	0	0	7	482	2008	0	0	1	38	0	0	0	99	
256	1	387	1	2	0	01072017	7	1	2017	0	32.77533333	-86.54534167	20	20	0	0	0	3	34	0	0	7	482	2008	0	0	1	38	0	0	0	99	
257	1	387	2	1	0	01072017	7	1	2017	0	32.77533333	-86.54534167	83	1	0	0	0	3	4	0	1	37	32	2016	0	0	1	89	0	0	0	00	
258	1	387	2	2	0	01072017	7	1	2017	0	32.77533333	-86.54534167	76	1	0	0	0	3	4	0	1	37	32	2016	0	0	1	89	0	0	0	00	
259	1	389	1	1	0	01232017	23	1	2017	0	34.18408333	-86.26909722	39	20	0	0	0	20	21	0	0	20	461	2011	0	0	1	28	0	0	0	99	
260	1	391	2	1	0	02162017	16	2	2017	0	31.76171944	-85.89551667	22	20	0	0	0	3	6	0	0	63	37	2013	0	0	1	0	0	0	0	00	
261	1	394	1	1	1315	05042017	4	5	2017	0	33.72095556	-86.82502222	64	20	0	0	0	99	4	0	1	20	2	2015	0	0	1	0	0	0	0	99	
262	1	397	3	1	0	05082017	8	5	2017	0	32.10354722	-85.08052222	36	20	0	0	0	3	6	0	0	63	37	2010	0	0	1	0	0	0	0	00	
263	1	400	1	1	0	05132017	13	5	2017	0	34.88371667	-86.56849167	90	1	0	0	0	3	4	0	1	49	40	2016	0	0	1	0	0	0	0	00	
264	1	400	2	1	0	05132017	13	5	2017	0	34.88371667	-86.56849167	46	20	0	0	0	3	5	0	0	49	398	2018	0	0	1	0	0	0	0	00	
265	1	400	2	2	0	05132017	13	5	2017	0	34.88371667	-86.56849167	61	20	0	0	0	3	5	0	0	49	398	2018	0	0	1	0	0	0	0	00	
266	1	400	2	3	0	05132017	13	5	2017	0	34.88371667	-86.56849167	13	20	0	0	0	3	5	0	0	49	398	2018	0	0	1	0	0	0	0	00	
267	1	400	2	4	0	05132017	13	5	2017	0	34.88371667	-86.56849167	38	20	0	0	0	3	5	0	0	49	398	2018	0	0	1	0	0	0	0	00	
268	1	400	3	1	0	05132017	13	5	2017	0	34.88371667	-86.56849167	32	1	0	0	0	3	20	0	0	49	442	2013	0	0	1	89	0	0	0	00	
269	1	400	3	2	0	05132017	13	5	2017	0	34.88371667	-86.56849167	32	1	0	0	0	3	20	0	0	49	442	2013	0	0	1	89	0	0	0	00	
270	1	400	3	3	0	05132017	13	5	2017	0	34.88371667	-86.56849167	2	20	0	0	0	10	20	0	0	49	442	2013	0	0	1	89	0	0	0	00	
271	1	401	1	1	0	05132017	13	5	2017	0	34.03313889	-87.52460556	44	1	0	0	0	20	4	0	1	49	40	2012	0	0	1	58	0	0	0	99	
272	1	402	1	1	0	05132017	13	5	2017	0	31.77015000	-85.15205833	25	8	0	0	0	20	4	0	2	42	42	2011	0	0	1	8	37	28	0	12	
273	1	402	1	2	0	05132017	13	5	2017	0	31.77015000	-85.15205833	22	8	0	0	0	20	4	0	2	42	42	2011	0	0	1	8	37	28	0	12	
274	1	405	1	1	0	05142017	14	5	2017	0	31.90431944	-86.31641944	17	1	0	0	0	20	4	0	0	20	25	2013	0	0	1	28	0	0	0	00	
275	1	405	2	1	0	05142017	14	5	2017	0	31.90431944	-86.31641944	42	1	0	0	0	3	4	0	1	35	47	2009	0	0	1	0	0	0	0	00	
276	1	405	2	2	0	05142017	14	5	2017	0	31.90431944	-86.31641944	46	1	0	0	0	3	4	0	1	35	47	2009	0	0	1	0	0	0	0	00	
277	1	406	1	1	0	05192017	19	5	2017	0	32.60035000	-86.46428056	72	1	0	0	0	20	4	0	1	20	37	2010	0	0	1	0	0	0	0	00	
278	1	406	2	1	0	05192017	19	5	2017	0	32.60035000	-86.46428056	48	20	0	0	0	3	15	0	0	20	423	2016	0	0	1	0	0	0	0	00	
279	1	416	1	1	0	07042017	4	7	2017	0	33.76735278	-86.46631111	21	1	0	0	0	20	4	0	1	30	40	2010	0	0	1	0	0	0	0	99	
280	1	422	1	1	0	07202017	20	7	2017	0	31.95650556	-86.54613611	24	1	0	0	0	3	4	0	1	12	23	2012	0	0	1	0	0	0	0	00	
281	1	423	1	1	0	07212017	21	7	2017	0	33.80401111	-86.82509444	59	20	0	0	0	3	34	0	1	49	482	2011	0	0	1	58	0	0	0	00	
282	1	423	1	2	0	07212017	21	7	2017	0	33.80401111	-86.82509444	46	1	0	0	0	20	34	0	1	49	482	2011	0	0	1	58	0	0	0	00	
283	1	423	3	1	0	07212017	21	7	2017	0	33.80401111	-86.82509444	36	1	0	0	0	3	4	0	0	63	34	2013	0	0	1	0	0	0	0	00	
284	1	423	4	1	0	07212017	21	7	2017	0	33.80401111	-86.82509444	27	20	0	0	0	3	15	0	0	13	421	2011	0	0	1	0	0	0	0	00	
285	1	423	4	2	0	07212017	21	7	2017	0	33.80401111	-86.82509444	24	20	0	0	0	3	15	0	0	13	421	2011	0	0	1	0	0	0	0	00	
286	1	425	1	1	0	07242017	24	7	2017	0	31.60627222	-86.82025278	33	1	0	0	0	3	4	0	0	41	51	2011	0	0	1	0	0	0	0	15	
287	1	425	1	2	0	07242017	24	7	2017	0	31.60627222	-86.82025278	36	20	0	0	0	3	4	0	0	41	51	2011	0	0	1	0	0	0	0	15	
288	1	425	1	3	0	07242017	24	7	2017	0	31.60627222	-86.82025278	31	20	0	0	0	20	4	0	0	41	51	2011	0	0	1	0	0	0	0	15	
289	1	427	3	1	0	08082017	8	8	2017	0	32.72663056	-86.53624444	77	8	0	0	0	3	34	0	0	7	482	2016	0	0	1	0	0	0	0	00	
290	1	428	1	1	0	08142017	14	8	2017	0	33.70730000	-87.14225278	24	1	0	0	0	3	3	0	1	55	42	2012	0	0	1	0	0	0	0	00	
291	1	429	2	1	50	08092017	9	8	2017	0	34.23259722	-86.25334167	26	8	0	0	0	3	5	0	1	35	50	2016	0	0	1	0	0	0	0	00	
292	1	432	1	1	0	08102017	10	8	2017	0	30.75113056	-88.22564444	78	8	0	0	0	3	4	0	0	55	35	2013	0	0	1	38	0	0	0	00	
293	1	432	1	2	0	08102017	10	8	2017	0	30.75113056	-88.22564444	80	8	0	0	0	3	4	0	0	55	35	2013	0	0	1	38	0	0	0	00	
294	1	434	1	1	3280	08112017	11	8	2017	0	33.22634444	-86.52510278	63	8	0	0	0	20	2	0	1	20	4	2016	0	0	1	8	0	0	0	99	
295	1	434	2	1	3280	08112017	11	8	2017	0	33.22634444	-86.52510278	60	20	0	0	0	3	4	0	0	49	40	2014	0	0	1	0	0	0	0	00	
296	1	440	1	1	0	08022017	2	8	2017	0	31.44323889	-88.03884167	21	8	0	0	0	20	2	0	1	58	37	2008	0	0	1	0	0	0	0	06	
297	1	444	1	1	0	08052017	5	8	2017	0	32.05610833	-85.51772500	28	3	0	0	0	20	6	0	1	2	1	2013	0	0	1	0	0	0	0	00	
298	1	444	1	2	0	08052017	5	8	2017	0	32.05610833	-85.51772500	19	3	0	0	0	3	6	0	1	2	1	2013	0	0	1	0	0	0	0	00	
299	1	444	1	3	0	08052017	5	8	2017	0	32.05610833	-85.51772500	19	3	0	0	0	3	6	0	1	2	1	2013	0	0	1	0	0	0	0	00	
300	1	449	2	1	3050	08062017	6	8	2017	0	33.19470833	-87.47476944	69	1	0	0	0	3	34	0	0	7	482	2010	0	0	1	0	0	0	0	00	
301	1	449	2	2	3050	08062017	6	8	2017	0	33.19470833	-87.47476944	61	1	0	0	0	3	34	0	0	7	482	2010	0	0	1	0	0	0	0	00	
302	1	450	1	1	3300	08062017	6	8	2017	0	33.95955000	-87.77466111	57	3	0	0	0	20	6	0	1	35	51	2012	0	0	1	89	0	0	0	00	
303	1	450	2	1	3300	08062017	6	8	2017	0	33.95955000	-87.77466111	26	1	0	0	0	3	34	0	0	7	482	2013	0	0	1	0	0	0	0	00	
304	1	450	2	2	3300	08062017	6	8	2017	0	33.95955000	-87.77466111	23	1	0	0	0	3	34	0	0	7	482	2013	0	0	1	0	0	0	0	00	
305	1	454	1	1	1270	07302017	30	7	2017	0	33.64520833	-86.74377222	36	99	0	0	0	99	6	0	1	20	23	2011	0	0	1	0	0	0	0	99	
306	1	455	1	1	1943	07292017	29	7	2017	0	30.63297222	-87.78024444	22	8	0	0	0	3	4	0	2	12	23	2014	0	0	1	28	0	0	0	99	
307	1	455	1	2	1943	07292017	29	7	2017	0	30.63297222	-87.78024444	21	8	0	0	0	3	4	0	2	12	23	2014	0	0	1	28	0	0	0	99	
308	1	455	2	1	1943	07292017	29	7	2017	0	30.63297222	-87.78024444	39	8	0	0	0	20	2	0	1	7	28	2010	0	0	1	0	0	0	0	00	
309	1	457	2	1	0	08072017	7	8	2017	0	33.77119167	-85.97973889	22	1	0	0	0	3	14	0	0	2	405	2012	0	0	1	0	0	0	0	00	
310	1	457	2	2	0	08072017	7	8	2017	0	33.77119167	-85.97973889	23	1	0	0	0	3	14	0	0	2	405	2012	0	0	1	0	0	0	0	00	
311	1	457	2	3	0	08072017	7	8	2017	0	33.77119167	-85.97973889	23	20	0	0	0	3	14	0	0	2	405	2012	0	0	1	0	0	0	0	00	
312	1	457	2	4	0	08072017	7	8	2017	0	33.77119167	-85.97973889	23	20	0	0	0	20	14	0	0	2	405	2012	0	0	1	0	0	0	0	00	
313	1	458	1	1	9997	07272017	27	7	2017	0	33.91303333	-87.79808889	16	1	0	0	0	20	34	0	0	20	481	2008	0	0	1	28	0	0	0	99	
314	1	458	1	2	9997	07272017	27	7	2017	0	33.91303333	-87.79808889	14	1	0	0	0	20	34	0	0	20	481	2008	0	0	1	28	0	0	0	99	
315	1	460	2	1	0	07302017	30	7	2017	0	32.58181667	-85.11426111	43	1	0	0	0	3	4	0	0	7	24	2008	0	0	1	0	0	0	0	00	
316	1	462	1	1	0	07312017	31	7	2017	0	33.38457222	-86.73039444	20	8	0	0	0	99	4	0	1	63	33	2008	0	0	1	8	33	73	0	00	
317	1	462	1	2	0	07312017	31	7	2017	0	33.38457222	-86.73039444	34	8	0	0	0	99	4	0	1	63	33	2008	0	0	1	8	33	73	0	00	
318	1	462	2	1	0	07312017	31	7	2017	0	33.38457222	-86.73039444	58	8	0	0	0	3	4	0	0	42	42	2011	0	0	1	0	0	0	0	00	
319	1	462	3	1	0	07312017	31	7	2017	0	33.38457222	-86.73039444	48	20	0	0	0	3	15	0	0	35	421	2015	0	0	1	0	0	0	0	00	
320	1	462	3	2	0	07312017	31	7	2017	0	33.38457222	-86.73039444	13	20	0	0	0	3	15	0	0	35	421	2015	0	0	1	0	0	0	0	00	
321	1	462	4	1	0	07312017	31	7	2017	0	33.38457222	-86.73039444	21	1	0	0	0	3	4	0	0	49	40	2012	0	0	1	0	0	0	0	00	
322	1	463	2	1	2100	07312017	31	7	2017	0	31.02222778	-88.23172778	23	2	0	0	0	20	4	0	1	52	34	2012	0	0	1	0	0	0	0	00	
323	1	463	3	1	2100	07312017	31	7	2017	0	31.02222778	-88.23172778	61	1	0	0	0	3	15	0	0	59	421	2010	0	0	1	0	0	0	0	00	
324	1	463	3	2	2100	07312017	31	7	2017	0	31.02222778	-88.23172778	61	1	0	0	0	3	15	0	0	59	421	2010	0	0	1	0	0	0	0	00	
325	1	463	3	3	2100	07312017	31	7	2017	0	31.02222778	-88.23172778	22	2	0	0	0	3	15	0	0	59	421	2010	0	0	1	0	0	0	0	00	
326	1	464	1	1	710	08022017	2	8	2017	0	31.87563333	-85.44679444	56	1	0	0	0	20	4	0	1	35	43	2014	0	0	1	99	99	99	99	00	
327	1	467	1	1	930	07022017	2	7	2017	0	31.21652500	-85.43105278	27	20	0	0	0	3	2	0	0	20	9	2017	0	0	1	0	0	0	0	00	
328	1	468	1	1	3050	07022017	2	7	2017	0	33.17035833	-87.48741944	51	20	0	0	0	3	4	0	1	63	38	2017	0	0	1	89	0	0	0	99	
329	1	470	1	1	2340	07022017	2	7	2017	0	32.65498056	-85.45086111	43	1	0	0	0	3	14	0	0	37	402	2011	0	0	1	89	0	0	0	92	
330	1	470	1	2	2340	07022017	2	7	2017	0	32.65498056	-85.45086111	35	20	0	0	0	3	14	0	0	37	402	2011	0	0	1	89	0	0	0	92	
331	1	470	1	3	2340	07022017	2	7	2017	0	32.65498056	-85.45086111	6	20	0	0	0	10	14	0	0	37	402	2011	0	0	1	89	0	0	0	92	
332	1	470	3	1	2340	07022017	2	7	2017	0	32.65498056	-85.45086111	18	20	0	0	0	3	14	0	0	19	401	2017	0	0	1	0	0	0	0	00	
333	1	470	3	2	2340	07022017	2	7	2017	0	32.65498056	-85.45086111	17	20	0	0	0	3	14	0	0	19	401	2017	0	0	1	0	0	0	0	00	
334	1	470	3	3	2340	07022017	2	7	2017	0	32.65498056	-85.45086111	18	20	0	0	0	3	14	0	0	19	401	2017	0	0	1	0	0	0	0	00	
335	1	470	3	4	2340	07022017	2	7	2017	0	32.65498056	-85.45086111	18	20	0	0	0	3	14	0	0	19	401	2017	0	0	1	0	0	0	0	00	
336	1	470	3	5	2340	07022017	2	7	2017	0	32.65498056	-85.45086111	17	20	0	0	0	3	14	0	0	19	401	2017	0	0	1	0	0	0	0	00	
337	1	470	3	6	2340	07022017	2	7	2017	0	32.65498056	-85.45086111	16	20	0	0	0	3	14	0	0	19	401	2017	0	0	1	0	0	0	0	00	
338	1	474	1	1	0	07062017	6	7	2017	0	30.78728056	-88.20185833	46	8	0	0	0	20	4	0	1	12	17	2011	0	0	1	89	0	0	0	00	
339	1	477	2	1	100	07072017	7	7	2017	0	33.61485278	-85.80353056	74	1	0	0	0	3	6	0	1	49	46	2012	0	0	1	0	0	0	0	00	
340	1	477	5	1	100	07072017	7	7	2017	0	33.61485278	-85.80353056	24	1	0	0	0	3	4	0	0	63	32	2016	0	0	1	0	0	0	0	00	
341	1	477	5	2	100	07072017	7	7	2017	0	33.61485278	-85.80353056	69	1	0	0	0	3	4	0	0	63	32	2016	0	0	1	0	0	0	0	00	
342	1	477	5	3	100	07072017	7	7	2017	0	33.61485278	-85.80353056	67	3	0	0	0	3	4	0	0	63	32	2016	0	0	1	0	0	0	0	00	
343	1	477	5	4	100	07072017	7	7	2017	0	33.61485278	-85.80353056	2	20	0	0	0	10	4	0	0	63	32	2016	0	0	1	0	0	0	0	00	
344	1	478	2	1	0	07082017	8	7	2017	0	32.72704167	-86.48430278	22	1	0	0	0	3	3	0	0	55	42	2013	0	0	1	0	0	0	0	00	
