"","casenum","statenum","vehnum","persontotal","agemin","agemax","numfatal","day","month","year","date","modelyear","make","cellphoneuse"
"2140",2174,12,2,2,13,43,0,9,10,2016,"10/2016",2014,20,0
"2141",2175,12,1,4,17,22,1,3,10,2016,"10/2016",2009,63,0
"2142",2186,12,2,2,6,37,0,4,10,2016,"10/2016",2011,63,0
"2143",2187,12,1,4,18,30,1,8,10,2016,"10/2016",2014,35,0
"2144",2187,12,2,2,19,22,0,8,10,2016,"10/2016",2014,20,0
"2145",2188,12,1,2,58,60,0,13,10,2016,"10/2016",2013,49,0
"2146",2203,12,1,2,55,84,1,11,10,2016,"10/2016",2010,35,0
"2147",2203,12,2,1,16,16,0,11,10,2016,"10/2016",2008,42,0
"2148",2206,12,1,1,62,62,1,25,6,2016,"06/2016",2016,41,0
"2149",2206,12,2,1,20,20,0,25,6,2016,"06/2016",2008,12,0
"2150",2217,12,1,1,20,20,1,8,10,2016,"10/2016",2013,55,0
"2151",2217,12,2,2,2,22,0,8,10,2016,"10/2016",2008,35,0
"2152",2220,12,2,2,22,41,0,23,9,2016,"09/2016",2014,35,0
"2153",2220,12,3,2,84,86,1,23,9,2016,"09/2016",2010,49,0
"2154",2225,12,1,3,25,27,3,29,8,2016,"08/2016",2016,7,0
"2155",2228,12,1,1,19,19,0,27,8,2016,"08/2016",2009,37,0
"2156",2228,12,2,1,35,35,1,27,8,2016,"08/2016",2013,55,0
"2157",2248,12,1,3,18,62,0,6,10,2016,"10/2016",2009,2,0
"2158",2260,12,1,2,22,25,1,14,10,2016,"10/2016",2012,63,0
"2159",2265,12,2,2,36,68,0,13,10,2016,"10/2016",2016,19,0
"2160",2269,12,1,2,81,87,0,22,10,2016,"10/2016",2015,55,0
"2161",2269,12,2,2,77,83,1,22,10,2016,"10/2016",2012,49,0
"2162",2270,12,1,2,26,33,1,21,10,2016,"10/2016",2012,20,0
"2163",2279,12,1,1,20,20,0,23,10,2016,"10/2016",2014,12,0
"2164",2279,12,2,3,25,64,0,23,10,2016,"10/2016",2015,55,0
"2165",2282,12,2,2,78,79,1,21,10,2016,"10/2016",2011,49,0
"2166",2290,12,1,2,16,39,0,22,10,2016,"10/2016",2008,34,0
"2167",2293,12,1,2,20,22,0,25,10,2016,"10/2016",2014,41,0
"2168",2294,12,1,2,30,38,1,22,10,2016,"10/2016",2012,20,0
"2169",2294,12,2,2,25,27,0,22,10,2016,"10/2016",2015,12,0
"2170",2295,12,2,1,76,76,1,25,10,2016,"10/2016",2008,37,0
"2171",2295,12,3,4,3,28,0,25,10,2016,"10/2016",2016,63,0
"2172",2296,12,3,3,0,27,0,10,10,2016,"10/2016",2015,20,0
"2173",2299,12,1,3,69,79,1,14,10,2016,"10/2016",2016,19,0
"2174",2299,12,2,1,26,26,0,14,10,2016,"10/2016",2015,55,0
"2175",2301,12,1,1,36,36,0,25,10,2016,"10/2016",2013,35,0
"2176",2301,12,3,2,13,29,0,25,10,2016,"10/2016",2013,35,0
"2177",2307,12,1,1,59,59,1,28,10,2016,"10/2016",2011,20,0
"2178",2307,12,2,1,48,48,0,28,10,2016,"10/2016",2015,63,0
"2179",2309,12,2,2,45,47,0,29,10,2016,"10/2016",2012,12,0
"2180",2312,12,1,1,67,67,1,16,10,2016,"10/2016",2009,55,0
"2181",2312,12,3,1,64,64,0,16,10,2016,"10/2016",2015,7,0
"2182",2314,12,1,2,23,26,0,22,10,2016,"10/2016",2016,35,0
"2183",2315,12,2,2,59,68,1,28,10,2016,"10/2016",2012,37,0
"2184",2316,12,1,2,19,20,0,25,10,2016,"10/2016",2009,30,0
"2185",2323,12,1,2,6,29,0,28,10,2016,"10/2016",2015,30,0
"2186",2324,12,1,1,39,39,0,26,10,2016,"10/2016",2009,2,0
"2187",2324,12,2,2,54,60,1,26,10,2016,"10/2016",2013,55,0
"2188",2324,12,3,4,6,47,0,26,10,2016,"10/2016",2015,18,0
"2189",2328,12,1,3,19,20,1,30,10,2016,"10/2016",2013,12,0
"2190",2330,12,1,2,9,49,1,26,10,2016,"10/2016",2009,41,0
"2191",2330,12,2,2,19,20,0,26,10,2016,"10/2016",2016,49,0
"2192",2331,12,2,2,59,87,0,19,10,2016,"10/2016",2011,18,0
"2193",2335,12,2,1,57,57,0,22,10,2016,"10/2016",2012,7,0
"2194",2335,12,3,1,45,45,0,22,10,2016,"10/2016",2012,12,0
"2195",2338,12,1,4,1,78,0,26,10,2016,"10/2016",2012,37,0
"2196",2352,12,1,2,85,89,2,28,10,2016,"10/2016",2013,55,0
"2197",2352,12,2,1,29,29,0,28,10,2016,"10/2016",2012,37,0
"2198",2354,12,1,2,84,87,1,2,11,2016,"11/2016",2008,14,0
"2199",2354,12,2,1,35,35,0,2,11,2016,"11/2016",2012,20,0
"2200",2357,12,1,1,24,24,1,23,10,2016,"10/2016",2008,12,0
"2201",2357,12,2,2,20,22,0,23,10,2016,"10/2016",2008,55,0
"2202",2364,12,2,4,21,24,0,5,11,2016,"11/2016",2014,55,0
"2203",2370,12,1,4,63,70,1,5,11,2016,"11/2016",2013,12,0
"2204",2375,12,2,1,21,21,1,31,10,2016,"10/2016",2010,7,0
"2205",2375,12,4,1,26,26,0,31,10,2016,"10/2016",2014,35,0
"2206",2380,12,1,1,22,22,1,8,11,2016,"11/2016",2012,12,0
"2207",2380,12,2,3,57,82,0,8,11,2016,"11/2016",2013,20,0
"2208",2390,12,1,3,83,89,2,11,11,2016,"11/2016",2012,49,0
"2209",2392,12,1,1,26,26,0,1,11,2016,"11/2016",2013,58,0
"2210",2392,12,3,1,42,42,0,1,11,2016,"11/2016",2014,49,0
"2211",2392,12,5,2,48,88,0,1,11,2016,"11/2016",2016,59,0
"2212",2392,12,6,1,38,38,0,1,11,2016,"11/2016",2016,55,0
"2213",2392,12,7,1,68,68,0,1,11,2016,"11/2016",2015,19,0
"2214",2392,12,8,1,56,56,0,1,11,2016,"11/2016",2015,35,0
"2215",2392,12,9,1,79,79,0,1,11,2016,"11/2016",2011,20,0
"2216",2408,12,1,2,18,21,0,8,11,2016,"11/2016",2013,67,0
"2217",2408,12,2,1,69,69,0,8,11,2016,"11/2016",2010,7,0
"2218",2410,12,1,2,27,45,0,11,11,2016,"11/2016",2016,49,0
"2219",2413,12,1,2,0,24,0,11,11,2016,"11/2016",2011,35,0
"2220",2416,12,1,3,20,21,0,5,11,2016,"11/2016",2012,35,0
"2221",2422,12,1,2,19,25,0,3,11,2016,"11/2016",2009,2,0
"2222",2425,12,2,2,22,22,0,6,11,2016,"11/2016",2009,34,0
"2223",2426,12,1,3,25,25,0,16,10,2016,"10/2016",2013,42,0
"2224",2430,12,1,2,21,23,1,30,10,2016,"10/2016",2012,63,0
"2225",2432,12,1,2,69,69,0,23,10,2016,"10/2016",2017,42,0
"2226",2438,12,1,2,21,25,2,15,11,2016,"11/2016",2015,41,0
"2227",2439,12,1,2,39,39,2,8,11,2016,"11/2016",2009,30,0
"2228",2439,12,2,1,28,28,0,8,11,2016,"11/2016",2016,58,0
"2229",2447,12,1,3,17,18,0,16,11,2016,"11/2016",2016,41,0
"2230",2457,12,1,2,22,27,0,8,11,2016,"11/2016",2010,19,0
"2231",2458,12,2,3,29,57,0,20,11,2016,"11/2016",2016,49,0
"2232",2466,12,2,2,71,84,1,23,11,2016,"11/2016",2016,49,0
"2233",2472,12,1,1,65,65,0,5,11,2016,"11/2016",2010,55,0
"2234",2472,12,4,1,74,74,0,5,11,2016,"11/2016",2016,37,0
"2235",2473,12,1,3,3,31,0,21,11,2016,"11/2016",2015,23,0
"2236",2480,12,1,3,78,81,0,10,11,2016,"11/2016",2015,54,0
"2237",2488,12,2,2,68,97,1,15,11,2016,"11/2016",2009,14,0
"2238",2490,12,1,3,17,19,0,19,11,2016,"11/2016",2013,7,0
"2239",2491,12,1,3,5,34,1,30,10,2016,"10/2016",2008,35,0
"2240",2492,12,1,2,72,75,0,18,11,2016,"11/2016",2010,19,0
"2241",2503,12,1,1,65,65,1,5,10,2016,"10/2016",2011,49,0
"2242",2503,12,3,1,36,36,0,5,10,2016,"10/2016",2014,49,0
"2243",2509,12,1,2,19,22,2,26,10,2016,"10/2016",2012,30,0
"2244",2509,12,2,5,9,39,3,26,10,2016,"10/2016",2015,49,0
"2245",2509,12,3,1,54,54,0,26,10,2016,"10/2016",2013,67,0
"2246",2511,12,3,2,76,77,0,25,11,2016,"11/2016",2012,2,0
"2247",2511,12,4,4,5,54,0,25,11,2016,"11/2016",2012,20,0
"2248",2516,12,1,1,34,34,1,1,10,2016,"10/2016",2013,55,0
"2249",2516,12,2,1,21,21,0,1,10,2016,"10/2016",2010,42,0
"2250",2519,12,1,2,56,72,0,24,11,2016,"11/2016",2009,59,0
"2251",2519,12,3,1,65,65,0,24,11,2016,"11/2016",2010,2,0
"2252",2520,12,2,2,10,41,2,21,11,2016,"11/2016",2013,37,0
"2253",2520,12,3,1,42,42,0,21,11,2016,"11/2016",2010,63,0
"2254",2522,12,1,2,33,47,0,8,11,2016,"11/2016",2009,62,0
"2255",2522,12,3,2,61,68,0,8,11,2016,"11/2016",2015,54,0
"2256",2527,12,2,2,3,56,2,30,10,2016,"10/2016",2010,58,0
"2257",2528,12,1,1,73,73,1,24,11,2016,"11/2016",2014,6,0
"2258",2528,12,2,1,40,40,0,24,11,2016,"11/2016",2014,7,0
"2259",2533,12,1,1,53,53,0,20,11,2016,"11/2016",2012,63,0
"2260",2533,12,2,4,38,42,0,20,11,2016,"11/2016",2013,63,0
"2261",2534,12,2,4,10,47,1,6,11,2016,"11/2016",2016,35,0
"2262",2555,12,1,2,76,78,1,26,11,2016,"11/2016",2014,37,0
"2263",2555,12,2,2,26,27,0,26,11,2016,"11/2016",2011,12,0
"2264",2560,12,1,3,15,16,1,1,12,2016,"12/2016",2012,35,0
"2265",2563,12,2,2,16,18,1,1,12,2016,"12/2016",2012,37,0
"2266",2573,12,1,2,21,21,2,5,12,2016,"12/2016",2015,35,0
"2267",2583,12,2,1,66,66,1,5,12,2016,"12/2016",2013,23,0
"2268",2583,12,3,1,29,29,0,5,12,2016,"12/2016",2012,12,0
"2269",2588,12,1,4,12,44,1,25,11,2016,"11/2016",2012,63,0
"2270",2590,12,1,3,19,53,0,25,11,2016,"11/2016",2016,35,0
"2271",2590,12,3,1,71,71,1,25,11,2016,"11/2016",2009,53,0
"2272",2590,12,4,1,66,66,0,25,11,2016,"11/2016",2010,49,0
"2273",2600,12,1,3,8,35,1,6,12,2016,"12/2016",2013,12,0
"2274",2603,12,1,2,57,72,1,3,11,2016,"11/2016",2013,20,0
"2275",2613,12,2,2,18,18,0,1,11,2016,"11/2016",2014,34,0
"2276",2632,12,1,1,66,66,1,9,12,2016,"12/2016",2015,63,0
"2277",2632,12,2,1,62,62,0,9,12,2016,"12/2016",2011,12,0
"2278",2637,12,2,3,14,39,1,7,12,2016,"12/2016",2016,63,0
"2279",2642,12,1,2,8,38,0,10,12,2016,"12/2016",2014,12,0
"2280",2642,12,2,4,1,26,0,10,12,2016,"12/2016",2010,20,0
"2281",2644,12,2,1,55,55,0,7,12,2016,"12/2016",2014,12,0
"2282",2644,12,3,2,24,30,0,7,12,2016,"12/2016",2011,35,0
"2283",2644,12,4,1,72,72,0,7,12,2016,"12/2016",2013,37,0
"2284",2644,12,5,1,44,44,0,7,12,2016,"12/2016",2008,12,0
"2285",2647,12,1,4,14,18,0,8,12,2016,"12/2016",2011,7,0
"2286",2657,12,3,2,61,63,0,24,11,2016,"11/2016",2016,55,0
"2287",2665,12,1,3,27,33,0,2,12,2016,"12/2016",2010,7,0
"2288",2668,12,2,2,67,70,0,7,12,2016,"12/2016",2009,7,0
"2289",2669,12,1,3,14,18,1,11,12,2016,"12/2016",2015,63,0
"2290",2670,12,1,1,36,36,0,27,11,2016,"11/2016",2013,42,0
"2291",2670,12,2,1,67,67,1,27,11,2016,"11/2016",2011,30,0
"2292",2675,12,1,1,26,26,0,14,12,2016,"12/2016",2008,52,0
"2293",2675,12,2,1,23,23,0,14,12,2016,"12/2016",2009,55,0
"2294",2680,12,1,4,18,20,1,15,12,2016,"12/2016",2008,6,0
"2295",2683,12,2,2,71,73,1,27,11,2016,"11/2016",2014,37,0
"2296",2688,12,1,2,15,54,0,19,12,2016,"12/2016",2013,12,0
"2297",2692,12,1,1,40,40,1,12,12,2016,"12/2016",2010,49,0
"2298",2692,12,2,10,51,70,0,12,12,2016,"12/2016",2012,12,0
"2299",2697,12,1,4,72,80,0,17,12,2016,"12/2016",2013,12,0
"2300",2698,12,1,2,84,89,2,7,12,2016,"12/2016",2008,20,0
"2301",2711,12,1,1,21,21,1,18,12,2016,"12/2016",2016,63,0
"2302",2711,12,2,1,48,48,0,18,12,2016,"12/2016",2009,55,0
"2303",2716,12,1,2,24,24,1,13,11,2016,"11/2016",2013,12,0
"2304",2721,12,2,2,37,41,0,11,12,2016,"12/2016",2012,55,0
"2305",2727,12,2,2,63,63,1,15,12,2016,"12/2016",2012,37,0
"2306",2741,12,1,1,66,66,1,19,12,2016,"12/2016",2010,20,0
"2307",2741,12,2,1,40,40,0,19,12,2016,"12/2016",2015,12,0
"2308",2745,12,2,4,11,64,0,14,12,2016,"12/2016",2012,48,0
"2309",2746,12,1,2,28,29,0,19,12,2016,"12/2016",2015,32,0
"2310",2746,12,2,1,91,91,1,19,12,2016,"12/2016",2014,49,0
"2311",2753,12,1,2,67,73,1,22,12,2016,"12/2016",2014,12,0
"2312",2754,12,1,1,89,89,1,24,12,2016,"12/2016",2010,20,0
"2313",2754,12,2,1,51,51,0,24,12,2016,"12/2016",2017,49,0
"2314",2756,12,1,2,86,88,1,20,12,2016,"12/2016",2008,19,0
"2315",2757,12,1,4,21,26,3,26,12,2016,"12/2016",2010,39,0
"2316",2776,12,1,1,30,30,0,26,12,2016,"12/2016",2013,12,0
"2317",2776,12,2,2,23,50,2,26,12,2016,"12/2016",2011,55,0
"2318",2782,12,3,2,53,55,0,26,12,2016,"12/2016",2013,12,0
"2319",2794,12,1,2,24,26,0,13,11,2016,"11/2016",2010,55,0
"2320",2795,12,1,2,47,61,1,29,12,2016,"12/2016",2009,37,0
"2321",2798,12,1,3,17,19,1,20,11,2016,"11/2016",2014,58,0
"2322",2801,12,2,2,10,38,0,29,12,2016,"12/2016",2013,7,0
"2323",2802,12,2,5,0,35,0,28,12,2016,"12/2016",2014,35,0
"2324",2804,12,2,4,29,35,0,29,12,2016,"12/2016",2011,20,0
"2325",2808,12,1,1,74,74,1,26,12,2016,"12/2016",2008,49,0
"2326",2808,12,2,1,43,43,0,26,12,2016,"12/2016",2013,7,0
"2327",2815,12,1,3,20,96,1,8,7,2016,"07/2016",2011,20,0
"2328",2818,12,2,3,3,43,0,18,12,2016,"12/2016",2016,37,0
"2329",2820,12,1,5,5,29,0,31,12,2016,"12/2016",2010,34,0
"2330",2826,12,1,1,77,77,1,20,12,2016,"12/2016",2008,18,0
"2331",2826,12,2,1,32,32,0,20,12,2016,"12/2016",2014,35,0
"2332",2834,12,3,6,15,44,1,30,12,2016,"12/2016",2016,12,0
"2333",2836,12,1,3,3,42,1,23,12,2016,"12/2016",2013,55,0
"2334",2842,12,1,2,18,43,0,24,12,2016,"12/2016",2013,63,0
"2335",2844,12,2,5,3,63,1,25,12,2016,"12/2016",2013,37,0
"2336",2844,12,3,2,38,41,0,25,12,2016,"12/2016",2008,2,0
"2337",2846,12,2,2,23,24,0,18,12,2016,"12/2016",2008,34,0
"2338",2847,12,1,1,34,34,0,27,12,2016,"12/2016",2016,59,0
"2339",2847,12,2,6,1,48,1,27,12,2016,"12/2016",2016,20,0
"2340",2849,12,1,1,51,51,0,25,12,2016,"12/2016",2013,63,0
"2341",2849,12,2,2,24,24,0,25,12,2016,"12/2016",2016,51,0
"2342",2849,12,3,1,29,29,0,25,12,2016,"12/2016",2012,55,0
"2343",2860,12,1,2,44,45,2,31,12,2016,"12/2016",2017,55,0
"2344",2860,12,2,4,28,55,0,31,12,2016,"12/2016",2012,49,0
"2345",2872,12,1,2,57,73,0,21,12,2016,"12/2016",2016,63,0
"2346",2873,12,1,1,48,48,0,22,12,2016,"12/2016",2016,20,0
"2347",2873,12,2,2,60,61,1,22,12,2016,"12/2016",2017,55,0
"2348",2874,12,1,4,0,24,0,31,12,2016,"12/2016",2013,35,0
"2349",2874,12,3,1,27,27,1,31,12,2016,"12/2016",2009,34,0
"2350",2876,12,1,4,30,35,0,9,12,2016,"12/2016",2013,30,0
"2351",2885,12,1,2,65,84,1,9,9,2016,"09/2016",2012,20,0
"2352",2892,12,1,2,29,44,1,15,3,2016,"03/2016",2010,20,0
"2353",2897,12,1,3,59,91,1,20,10,2016,"10/2016",2017,12,0
"2354",2897,12,2,1,27,27,0,20,10,2016,"10/2016",2015,63,0
"2355",2900,12,2,2,0,30,0,24,11,2016,"11/2016",2013,20,0
"2356",2901,12,1,2,68,75,0,14,12,2016,"12/2016",2010,49,0
"2357",2903,12,1,1,30,30,1,22,12,2016,"12/2016",2013,35,0
"2358",2903,12,2,1,31,31,0,22,12,2016,"12/2016",2016,7,0
"2359",2904,12,2,2,27,31,1,28,12,2016,"12/2016",2016,34,0
"2360",2905,12,1,2,11,34,1,14,12,2016,"12/2016",2014,55,0
"2361",2914,12,1,1,22,22,0,2,10,2016,"10/2016",2014,67,0
"2362",2914,12,2,1,79,79,1,2,10,2016,"10/2016",2008,20,0
"2363",2915,12,1,1,70,70,1,3,10,2016,"10/2016",2009,13,0
"2364",2915,12,2,2,11,43,0,3,10,2016,"10/2016",2013,12,0
"2365",2915,12,3,1,49,49,0,3,10,2016,"10/2016",2010,37,0
"2366",2920,12,1,1,61,61,1,7,10,2016,"10/2016",2014,49,0
"2367",2920,12,2,1,56,56,0,7,10,2016,"10/2016",2017,59,0
"2368",2923,12,1,2,21,28,0,13,10,2016,"10/2016",2013,6,0
"2369",2923,12,2,3,26,61,1,13,10,2016,"10/2016",2016,7,0
"2370",2924,12,1,2,65,67,0,22,10,2016,"10/2016",2017,7,0
"2371",2926,12,2,1,42,42,0,26,10,2016,"10/2016",2016,20,0
"2372",2926,12,3,1,65,65,0,26,10,2016,"10/2016",2008,20,0
"2373",2926,12,4,1,29,29,0,26,10,2016,"10/2016",2013,20,0
"2374",2927,12,1,2,17,77,0,28,10,2016,"10/2016",2009,12,0
"2375",2935,12,1,2,16,16,1,19,10,2016,"10/2016",2010,12,0
"2376",2950,12,1,1,25,25,1,29,12,2016,"12/2016",2010,37,0
"2377",2950,12,3,1,16,16,0,29,12,2016,"12/2016",2014,41,0
"2378",2953,12,1,2,82,83,1,22,11,2016,"11/2016",2013,55,0
"2379",2953,12,2,1,37,37,0,22,11,2016,"11/2016",2011,42,0
"2380",2955,12,1,1,77,77,0,26,11,2016,"11/2016",2014,12,0
"2381",2955,12,2,1,84,84,1,26,11,2016,"11/2016",2013,49,0
"2382",2963,12,1,2,90,91,1,24,12,2016,"12/2016",2015,55,0
"2383",2980,12,2,2,18,21,0,14,5,2016,"05/2016",2016,7,0
"2384",2981,12,1,1,88,88,1,21,12,2016,"12/2016",2008,35,0
"2385",2981,12,2,1,33,33,0,21,12,2016,"12/2016",2013,58,0
"2386",2991,12,2,3,6,23,0,1,11,2016,"11/2016",2014,7,0
"2387",2991,12,3,2,34,67,0,1,11,2016,"11/2016",2015,63,0
"2388",3002,12,1,1,20,20,0,16,7,2016,"07/2016",2016,23,0
"2389",3002,12,3,1,21,21,0,16,7,2016,"07/2016",2012,6,0
"2390",3020,12,1,1,27,27,0,30,12,2016,"12/2016",2016,59,0
"2391",3020,12,3,1,37,37,0,30,12,2016,"12/2016",2013,7,0
"2392",3021,12,1,1,69,69,1,13,2,2016,"02/2016",2008,24,0
"2393",3021,12,2,1,74,74,0,13,2,2016,"02/2016",2016,42,0
"2394",3026,12,1,1,84,84,1,19,4,2016,"04/2016",2011,20,0
"2395",3026,12,2,1,20,20,0,19,4,2016,"04/2016",2011,7,0
"2396",3031,12,1,4,17,18,0,27,12,2016,"12/2016",2015,49,0
"2397",3031,12,2,2,11,53,1,27,12,2016,"12/2016",2015,42,0
"2398",3036,12,1,2,15,18,2,28,10,2016,"10/2016",2009,2,0
"2399",3039,12,1,2,82,83,2,4,11,2016,"11/2016",2016,20,0
"2400",3039,12,2,2,37,42,0,4,11,2016,"11/2016",2011,49,0
"2401",3040,12,1,1,75,75,0,2,11,2016,"11/2016",2011,35,0
"2402",3040,12,2,2,14,48,0,2,11,2016,"11/2016",2011,7,0
"2403",3040,12,4,3,17,47,0,2,11,2016,"11/2016",2015,49,0
"2404",3040,12,6,1,51,51,0,2,11,2016,"11/2016",2015,20,0
"2405",3044,12,1,2,23,27,0,27,12,2016,"12/2016",2010,55,0
"2406",3046,12,1,4,16,20,2,3,7,2016,"07/2016",2008,49,0
"2407",3050,12,2,2,16,41,0,14,10,2016,"10/2016",2009,35,0
"2408",3057,12,2,2,17,20,0,24,12,2016,"12/2016",2010,41,0
"2409",3059,12,3,2,33,36,0,20,11,2016,"11/2016",2013,35,0
"2410",3062,12,1,1,66,66,1,4,11,2016,"11/2016",2014,12,0
"2411",3062,12,3,1,44,44,0,4,11,2016,"11/2016",2011,19,0
"2412",3062,12,4,1,58,58,0,4,11,2016,"11/2016",2015,49,0
"2413",3062,12,5,1,52,52,0,4,11,2016,"11/2016",2011,55,0
"2414",3062,12,6,1,45,45,0,4,11,2016,"11/2016",2016,55,0
"2415",3062,12,7,1,35,35,0,4,11,2016,"11/2016",2016,52,0
"2416",3073,12,1,2,16,28,1,27,8,2016,"08/2016",2010,49,0
"2417",3075,12,2,2,84,85,0,28,7,2016,"07/2016",2011,19,0
"2418",3083,12,1,2,78,81,1,29,11,2016,"11/2016",2009,20,0
"2419",3086,12,2,5,6,39,2,6,2,2016,"02/2016",2014,2,0
"2420",3095,12,1,2,38,51,1,29,11,2016,"11/2016",2015,34,0
"2421",3098,12,2,2,55,59,0,11,11,2016,"11/2016",2016,34,0
"2422",3101,12,1,2,76,78,1,31,12,2016,"12/2016",2014,63,0
"2423",3101,12,2,1,21,21,0,31,12,2016,"12/2016",2016,7,0
"2424",3102,12,1,1,32,32,1,29,12,2016,"12/2016",2015,35,0
"2425",3102,12,3,1,59,59,0,29,12,2016,"12/2016",2015,20,0
"2426",3103,12,2,1,43,43,0,2,12,2016,"12/2016",2016,12,0
"2427",3103,12,3,1,43,43,0,2,12,2016,"12/2016",2016,12,0
"2428",3104,12,1,3,58,73,1,10,11,2016,"11/2016",2011,49,0
"2429",3104,12,2,1,34,34,0,10,11,2016,"11/2016",2013,20,0
"2430",3104,12,3,1,52,52,0,10,11,2016,"11/2016",2012,49,0
"2431",3107,12,1,2,86,87,1,14,6,2016,"06/2016",2014,18,0
"2432",3107,12,2,1,40,40,0,14,6,2016,"06/2016",2010,6,0
"2433",3109,12,2,6,3,30,0,5,12,2016,"12/2016",2009,49,0
"2434",3109,12,3,1,42,42,0,5,12,2016,"12/2016",2008,12,0
"2435",3111,12,1,2,34,42,1,3,9,2016,"09/2016",2016,35,0
"2436",3116,12,1,1,38,38,0,27,6,2016,"06/2016",2010,20,0
"2437",3116,12,2,5,3,42,1,27,6,2016,"06/2016",2014,6,0
"2438",3116,12,3,1,32,32,0,27,6,2016,"06/2016",2009,49,0
"2439",3120,12,2,2,85,86,0,29,12,2016,"12/2016",2014,49,0
"2440",3122,12,1,1,28,28,0,4,11,2016,"11/2016",2015,19,0
"2441",3122,12,2,1,67,67,1,4,11,2016,"11/2016",2016,7,0
"2442",3123,12,2,3,20,56,0,21,12,2016,"12/2016",2012,7,0
"2443",5,13,1,3,22,28,2,1,1,2016,"01/2016",2008,30,0
"2444",21,13,1,3,24,36,3,9,1,2016,"01/2016",2012,32,0
"2445",33,13,1,1,33,33,1,12,1,2016,"01/2016",2015,63,0
"2446",33,13,3,3,11,53,0,12,1,2016,"01/2016",2015,49,0
"2447",33,13,4,1,36,36,0,12,1,2016,"01/2016",2015,20,0
"2448",33,13,5,1,35,35,0,12,1,2016,"01/2016",2010,34,0
"2449",39,13,1,2,59,62,1,15,1,2016,"01/2016",2016,58,0
"2450",39,13,2,1,29,29,0,15,1,2016,"01/2016",2008,18,0
"2451",49,13,1,2,86,87,1,16,1,2016,"01/2016",2015,30,0
"2452",49,13,2,1,32,32,0,16,1,2016,"01/2016",2008,54,0
"2453",57,13,2,2,41,60,0,19,1,2016,"01/2016",2009,7,0
"2454",66,13,2,1,23,23,0,22,1,2016,"01/2016",2015,6,0
"2455",66,13,3,1,20,20,0,22,1,2016,"01/2016",2012,6,0
"2456",66,13,4,1,38,38,0,22,1,2016,"01/2016",2014,49,0
"2457",73,13,1,2,22,24,1,25,1,2016,"01/2016",2008,49,0
"2458",81,13,2,5,0,68,3,27,1,2016,"01/2016",2015,35,0
"2459",85,13,1,1,21,21,0,29,1,2016,"01/2016",2008,20,0
"2460",85,13,2,1,84,84,1,29,1,2016,"01/2016",2008,18,0
"2461",87,13,1,1,77,77,1,29,1,2016,"01/2016",2011,49,0
"2462",87,13,2,2,57,62,0,29,1,2016,"01/2016",2010,12,0
"2463",88,13,1,2,18,23,1,30,1,2016,"01/2016",2011,20,0
"2464",103,13,1,2,62,89,0,3,2,2016,"02/2016",2008,20,0
"2465",123,13,2,3,0,29,2,10,2,2016,"02/2016",2011,49,0
"2466",125,13,2,3,8,46,0,11,2,2016,"02/2016",2010,7,0
"2467",130,13,2,5,4,57,0,12,2,2016,"02/2016",2012,49,0
"2468",135,13,2,2,43,58,0,15,2,2016,"02/2016",2014,20,0
"2469",135,13,3,2,26,60,0,15,2,2016,"02/2016",2011,49,0
"2470",141,13,1,2,23,53,1,17,2,2016,"02/2016",2008,20,0
"2471",150,13,2,3,7,36,0,19,2,2016,"02/2016",2009,49,0
"2472",169,13,1,2,8,62,1,23,2,2016,"02/2016",2011,49,0
"2473",180,13,1,2,61,78,2,25,2,2016,"02/2016",2015,48,0
"2474",193,13,2,2,23,36,0,28,2,2016,"02/2016",2014,58,0
"2475",219,13,3,2,16,43,0,5,3,2016,"03/2016",2008,20,0
"2476",220,13,1,2,77,80,1,5,3,2016,"03/2016",2011,37,0
"2477",220,13,3,1,51,51,0,5,3,2016,"03/2016",2008,12,0
"2478",232,13,1,1,65,65,1,7,3,2016,"03/2016",2008,20,0
"2479",232,13,3,1,33,33,0,7,3,2016,"03/2016",2011,12,0
"2480",236,13,1,1,20,20,0,9,3,2016,"03/2016",2016,12,0
"2481",236,13,2,1,69,69,1,9,3,2016,"03/2016",2015,35,0
"2482",240,13,1,2,73,75,1,9,3,2016,"03/2016",2013,7,0
"2483",241,13,1,2,73,73,0,10,3,2016,"03/2016",2009,7,0
"2484",244,13,2,2,6,39,0,11,3,2016,"03/2016",2013,7,0
"2485",248,13,2,2,43,48,0,12,3,2016,"03/2016",2010,23,0
"2486",252,13,1,3,30,38,1,13,3,2016,"03/2016",2013,7,0
"2487",260,13,1,1,29,29,0,16,3,2016,"03/2016",2016,2,0
"2488",260,13,2,1,24,24,1,16,3,2016,"03/2016",2010,20,0
"2489",264,13,1,2,54,74,1,19,2,2016,"02/2016",2013,18,0
"2490",265,13,2,2,74,75,0,19,2,2016,"02/2016",2010,12,0
"2491",274,13,2,2,26,43,0,18,3,2016,"03/2016",2008,55,0
"2492",281,13,1,2,20,32,0,20,3,2016,"03/2016",2010,49,0
"2493",282,13,1,2,22,26,1,20,3,2016,"03/2016",2012,20,0
"2494",284,13,1,2,58,61,0,21,3,2016,"03/2016",2015,12,0
"2495",292,13,1,1,25,25,1,24,3,2016,"03/2016",2008,35,0
"2496",292,13,2,1,39,39,0,24,3,2016,"03/2016",2011,55,0
"2497",295,13,2,2,0,68,0,25,3,2016,"03/2016",2015,7,0
